channel,clockSkewed,defaultBrowser,dnt,hasFlash,locale,received,score,searchEngine,series,silverlight,version,usingNonIncludedSearchEngine
nightly,0,1,0,1,en-us,2015-12-07 16:24:47,5,google,45,0,45.0a1,0
beta,0,0,0,1,en-us,2015-12-07 16:54:21,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 16:41:12,5,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-07 16:59:43,4,other,45,0,45.0a1,1
release,0,1,1,1,en-us,2015-12-07 17:10:12,5,ddg,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-07 17:26:56,5,google,42,1,42.0,0
beta,0,0,1,1,en-us,2015-12-07 17:45:29,1,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-07 17:52:38,5,google,42,1,42.0,0
nightly,0,1,1,1,en-us,2015-12-08 08:16:10,5,ddg,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-07 18:23:33,4,yahoo,42,1,42.0,0
aurora,0,1,1,1,en-us,2015-12-07 18:42:46,5,ddg,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-07 18:34:16,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-07 19:04:12,2,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 18:38:52,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 18:42:25,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-07 18:44:31,5,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-07 18:58:32,5,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-07 19:24:24,3,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-07 19:15:03,4,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-07 19:18:23,4,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-07 19:20:44,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-07 19:33:59,1,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-07 19:45:11,3,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-07 19:46:44,5,google,43,1,43.0,0
release,0,1,1,1,en-us,2015-12-07 19:51:34,5,bing,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-07 20:04:48,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-08 01:51:41,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 20:16:44,5,google,42,0,42.0,0
release,0,1,0,0,en-us,2015-12-07 20:31:57,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-07 20:53:27,5,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-07 21:50:25,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-07 21:36:07,5,google,43,0,43.0,0
nightly,0,0,0,1,en-us,2015-12-07 22:44:53,5,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-07 21:57:02,5,other,42,1,42.0,1
release,0,1,0,1,en-gb,2015-12-07 21:58:23,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-07 22:13:35,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-07 22:19:01,4,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-07 22:19:50,5,google,44,1,44.0a2,0
beta,0,1,1,1,en-us,2015-12-07 22:26:28,2,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-07 23:14:50,5,google,43,0,43.0,0
aurora,0,1,1,1,en-us,2015-12-07 23:25:09,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-07 23:33:37,3,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-07 23:38:46,5,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-07 23:45:50,5,google,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-07 23:46:04,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-07 23:52:56,5,google,43,0,43.0,0
aurora,0,0,0,0,en-us,2015-12-08 00:01:11,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-08 00:10:05,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-08 00:18:12,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-08 00:40:33,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-08 00:54:29,5,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-08 01:07:35,5,google,43,0,43.0,0
aurora,0,1,0,0,en-us,2015-12-08 01:41:47,5,other,44,0,44.0a2,1
beta,0,0,0,1,en-us,2015-12-08 01:27:30,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-08 01:29:03,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-08 01:31:19,5,google,43,0,43.0,0
aurora,0,0,1,0,en-us,2015-12-08 01:37:38,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-08 01:52:22,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-08 01:55:44,4,ddg,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-08 02:03:19,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-08 02:11:31,3,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-08 02:16:00,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-08 02:19:41,4,other,43,0,43.0,1
release,0,0,0,1,en-us,2015-12-08 02:46:21,4,google,42,1,42.0,0
aurora,0,0,1,1,en-us,2015-12-08 03:18:39,5,other,44,0,44.0a2,1
aurora,0,0,0,1,en-us,2015-12-08 02:55:52,5,other,44,1,44.0a2,1
release,0,1,0,0,en-us,2015-12-08 03:01:20,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-08 03:09:30,4,other,43,0,43.0,1
aurora,0,1,0,1,en-us,2015-12-08 03:27:20,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-08 03:39:27,5,google,43,0,43.0,0
aurora,0,0,1,1,en-us,2015-12-08 04:11:07,4,google,44,1,44.0a2,0
beta,0,0,0,1,en-us,2015-12-08 04:21:54,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-08 04:34:15,5,google,44,1,44.0a2,0
beta,0,0,0,1,en-us,2015-12-08 04:47:22,1,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-08 05:17:38,4,google,42,0,42.0a2,0
release,0,0,0,1,en-us,2015-12-08 05:26:13,1,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-08 05:27:13,1,google,42,0,42.0,0
aurora,0,1,0,0,en-us,2015-12-08 05:28:46,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-08 05:33:06,4,google,43,0,43.0,0
beta,0,1,0,0,en-us,2015-12-08 06:09:01,4,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-08 06:11:39,5,google,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-08 06:14:39,4,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-08 06:26:19,5,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-08 06:38:37,4,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-08 06:59:09,5,other,42,1,42.0,1
nightly,0,1,1,0,en-us,2015-12-08 06:59:37,4,google,45,1,45.0a1,0
release,0,0,0,1,en-us,2015-12-08 06:59:59,4,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-08 07:30:37,4,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-08 07:44:26,5,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-08 07:54:55,4,ddg,44,1,44.0a2,0
nightly,0,1,1,1,en-us,2015-12-08 08:15:15,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-08 08:27:22,3,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-08 08:24:27,5,google,43,1,43.0,0
release,0,0,0,1,en-us,2015-12-08 08:35:18,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-08 08:36:42,5,google,42,1,42.0,0
nightly,0,1,1,1,en-us,2015-12-08 08:37:50,1,google,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-08 08:38:49,1,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-08 08:43:59,5,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-08 09:13:05,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-08 09:13:07,5,yahoo,42,0,42.0,0
release,0,0,1,0,en-us,2015-12-08 09:26:41,3,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-08 09:32:36,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-08 09:33:46,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-08 09:45:49,5,google,43,0,43.0,0
nightly,0,1,1,1,en-us,2015-12-08 09:50:49,5,google,45,0,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-08 10:43:49,3,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-08 10:13:57,5,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-08 10:27:52,2,ddg,42,0,42.0,0
release,0,1,0,0,en-us,2015-12-08 10:30:28,1,yahoo,42,0,42.0,0
aurora,0,1,1,0,en-us,2015-12-08 10:38:55,3,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-08 10:59:30,5,ddg,40,0,40.0,0
aurora,0,1,0,1,en-us,2015-12-08 12:32:40,2,other,44,1,44.0a2,1
release,0,1,1,1,en-gb,2015-12-08 11:02:38,5,google,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-08 11:03:12,5,google,42,1,42.0,0
release,0,0,1,1,en-us,2015-12-08 11:06:15,2,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-08 11:12:53,5,google,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-08 11:31:10,5,google,42,0,42.0,0
aurora,0,0,0,1,en-gb,2015-12-08 12:09:32,4,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-08 11:45:59,2,yahoo,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-08 11:55:33,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-08 12:40:33,5,ddg,44,1,44.0a2,0
nightly,0,1,1,1,en-us,2015-12-08 12:49:05,5,google,45,1,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-08 13:03:50,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-08 13:05:38,1,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-08 13:14:44,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-08 13:28:57,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-08 13:25:41,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-08 13:30:17,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-08 13:33:50,5,ddg,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-08 14:18:25,4,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-08 14:33:19,4,google,42,1,42.0,0
release,0,1,0,0,en-us,2015-12-08 14:42:30,5,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-08 14:44:39,5,google,42,1,42.0,0
aurora,0,1,1,1,en-us,2015-12-08 14:45:12,5,google,44,0,44.0a2,0
aurora,0,0,1,1,en-us,2015-12-08 15:00:13,4,other,44,1,44.0a2,1
release,0,0,0,1,en-us,2015-12-08 15:02:09,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-08 15:08:05,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-08 15:14:14,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-08 15:14:42,5,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-08 15:24:07,5,yahoo,42,0,42.0,0
nightly,0,1,0,1,en-us,2015-12-08 15:28:24,5,google,45,0,45.0a1,0
release,0,1,1,0,en-us,2015-12-08 15:41:34,4,ddg,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-08 16:17:07,4,google,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-08 16:57:05,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-08 16:58:01,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-08 17:11:50,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-08 17:11:50,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-08 17:20:14,1,other,43,0,43.0,1
release,0,1,0,0,en-us,2015-12-08 17:17:47,1,google,42,0,42.0,0
release,0,0,1,1,en-us,2015-12-08 17:26:35,5,ddg,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-08 17:34:04,5,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-08 17:57:57,5,other,42,0,42.0,1
beta,0,1,0,1,en-us,2015-12-08 18:07:54,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-08 18:12:16,4,google,43,1,43.0,0
beta,0,1,0,0,en-us,2015-12-08 19:09:03,1,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-08 18:31:34,4,yahoo,42,1,42.0,0
aurora,0,0,0,0,en-us,2015-12-08 18:50:04,5,ddg,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-08 18:58:12,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-08 19:00:58,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-08 19:04:58,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-08 19:20:26,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-08 19:41:56,5,other,43,0,43.0,1
release,0,1,0,0,en-us,2015-12-08 19:55:51,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-08 20:20:43,3,google,43,1,43.0,0
nightly,0,0,0,1,en-us,2015-12-08 20:12:30,5,yahoo,45,0,45.0a1,0
aurora,0,1,0,0,en-us,2015-12-08 20:11:35,5,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-08 20:37:59,5,google,42,0,42.0,0
release,0,0,0,0,en-us,2015-12-08 20:40:19,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-08 21:14:23,3,google,42,1,42.0,0
aurora,0,0,1,1,en-us,2015-12-08 21:16:06,4,google,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-08 21:27:21,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-08 21:30:11,4,google,43,0,43.0,0
aurora,0,1,1,1,en-us,2015-12-08 22:05:51,5,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-08 22:21:06,5,other,41,0,41.0.2,1
aurora,0,1,0,1,en-us,2015-12-08 22:13:46,5,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-08 22:12:56,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-08 22:26:30,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-08 22:31:26,5,google,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-08 22:48:34,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-08 22:56:29,5,bing,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-08 23:09:51,5,other,42,1,42.0,1
aurora,0,0,0,1,en-us,2015-12-08 23:20:34,5,google,44,1,44.0a2,0
nightly,0,1,1,1,en-us,2015-12-08 23:54:42,5,google,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-08 23:56:21,4,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-09 00:02:31,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-09 00:12:18,4,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-09 00:14:17,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-09 00:40:06,5,yahoo,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 00:44:13,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-09 00:45:24,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-09 02:01:04,4,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-09 01:13:00,5,google,43,1,43.0,0
release,0,1,1,1,en-us,2015-12-09 01:19:59,1,google,42,0,42.0,0
beta,0,0,0,0,en-us,2015-12-09 01:20:42,4,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-09 01:39:00,5,google,44,0,44.0a2,0
aurora,0,1,0,0,en-us,2015-12-09 01:33:54,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-09 02:11:27,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-09 02:12:12,3,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-09 02:25:50,5,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-09 02:42:54,5,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-09 02:44:50,4,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-09 02:49:18,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-09 02:59:07,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-09 03:05:27,5,google,44,0,44.0a2,0
nightly,0,0,0,1,en-us,2015-12-09 03:12:10,5,other,44,0,44.0a1,1
beta,0,1,0,1,en-us,2015-12-09 03:19:54,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-09 03:38:59,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-09 03:47:17,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-09 03:56:13,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 04:08:48,5,google,43,0,43.0,0
nightly,0,0,0,0,en-us,2015-12-09 04:40:55,5,google,45,0,45.0a1,0
release,0,1,0,1,en-gb,2015-12-09 04:33:25,4,google,42,1,42.0,0
beta,0,0,1,1,en-us,2015-12-09 04:36:16,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-09 04:36:08,1,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-09 04:43:56,5,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-09 04:47:41,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-09 04:48:28,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 04:50:07,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-09 05:04:06,1,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-09 05:05:18,5,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-09 05:18:13,4,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-09 05:18:32,4,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-09 05:25:17,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-09 05:29:52,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-09 05:55:11,5,google,43,0,43.0,0
release,0,0,0,0,en-us,2015-12-09 05:43:44,4,yahoo,42,1,42.0,0
release,0,0,1,1,en-us,2015-12-09 05:47:13,4,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-09 05:59:15,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-09 06:02:28,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-09 06:02:39,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-09 06:07:08,4,google,42,0,42.0,0
beta,0,0,0,1,en-us,2015-12-09 06:18:30,4,google,43,1,43.0,0
beta,0,1,0,0,en-us,2015-12-09 06:09:48,5,google,43,1,43.0,0
nightly,0,1,0,1,en-us,2015-12-09 06:13:44,5,google,45,1,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-09 06:34:30,4,ddg,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-09 06:49:05,5,google,44,1,44.0a2,0
aurora,0,1,0,0,en-us,2015-12-09 06:57:08,5,google,44,0,44.0a2,0
aurora,0,1,1,0,en-us,2015-12-09 06:58:59,5,ddg,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-09 07:05:42,5,yahoo,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-09 07:05:45,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 07:07:35,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-09 07:11:37,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 07:15:01,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 07:39:36,5,other,43,1,43.0,1
beta,0,1,0,1,en-us,2015-12-09 07:44:59,5,other,43,0,43.0,1
beta,0,1,0,0,en-us,2015-12-09 07:50:54,4,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-09 08:18:25,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-09 08:21:36,5,other,43,0,43.0,1
beta,0,0,1,1,en-us,2015-12-09 08:25:23,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-09 08:28:39,5,google,42,1,42.0,0
beta,0,1,1,1,en-us,2015-12-09 08:28:49,5,ddg,43,1,43.0,0
release,0,0,0,1,en-us,2015-12-09 08:36:39,4,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-09 08:47:02,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 08:56:49,5,other,43,0,43.0,1
release,0,1,1,1,en-us,2015-12-09 08:56:46,5,yahoo,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-09 08:57:24,5,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-09 08:59:44,5,google,45,0,45.0a1,0
aurora,0,1,0,0,en-us,2015-12-09 09:10:05,5,bing,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-09 09:07:02,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-09 10:29:03,5,google,44,1,44.0a2,0
aurora,0,1,0,1,en-gb,2015-12-09 09:25:36,5,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-09 09:39:01,5,google,43,1,43.0,0
nightly,0,1,1,1,en-us,2015-12-09 09:56:35,4,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-09 09:48:21,5,google,42,1,42.0,0
nightly,0,0,0,1,en-us,2015-12-09 10:00:11,5,google,45,1,45.0a1,0
release,0,0,0,1,en-us,2015-12-09 10:10:27,5,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-09 10:14:13,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-09 10:24:35,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-09 10:26:36,5,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-09 10:34:34,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-09 10:37:54,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-09 10:45:19,3,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-09 10:42:04,1,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-09 10:42:51,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-09 10:53:01,5,yahoo,42,1,42.0,0
beta,0,0,1,1,en-us,2015-12-09 11:21:11,5,google,43,0,43.0,0
nightly,0,0,0,1,en-us,2015-12-09 11:37:19,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-09 11:52:46,3,google,43,0,43.0,0
aurora,0,0,0,1,en-gb,2015-12-09 12:12:07,5,google,44,0,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-09 12:16:03,5,google,45,0,45.0a1,0
release,0,0,0,1,en-us,2015-12-09 12:23:28,5,yahoo,42,1,42.0,0
release,0,0,1,1,en-us,2015-12-09 12:26:21,5,google,42,1,42.0,0
nightly,0,1,0,1,en-us,2015-12-09 12:41:26,5,other,45,0,45.0a1,1
release,0,1,0,1,en-us,2015-12-09 12:43:53,3,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-09 12:58:41,5,other,42,1,42.0,1
release,0,0,0,1,en-us,2015-12-09 13:09:26,2,other,42,0,42.0,1
release,0,0,1,1,en-us,2015-12-09 13:33:55,2,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-09 13:37:10,5,yahoo,42,0,42.0,0
beta,1,1,0,1,en-us,2015-12-09 13:49:36,3,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 14:13:51,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-09 14:19:56,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 14:27:32,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-09 14:35:26,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-09 14:47:45,4,google,42,1,42.0,0
nightly,0,1,1,1,en-us,2015-12-09 15:01:16,5,google,45,1,45.0a1,0
nightly,0,1,1,0,en-us,2015-12-09 15:35:58,5,ddg,45,0,45.0a1,0
release,0,0,1,1,en-us,2015-12-09 16:12:23,1,other,42,1,42.0,1
release,0,1,1,0,en-us,2015-12-09 16:28:02,1,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-09 16:47:40,5,yahoo,42,1,42.0,0
release,0,1,0,0,en-us,2015-12-09 16:58:06,3,yahoo,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-09 17:21:38,4,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-09 17:37:56,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 17:42:26,2,google,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-09 18:02:49,4,yahoo,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-09 18:03:35,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-09 18:21:56,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-09 18:22:55,5,other,43,0,43.0,1
beta,1,1,0,1,en-us,2015-12-09 19:01:30,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-09 19:12:38,5,google,43,0,43.0,0
beta,0,0,1,0,en-us,2015-12-09 19:41:06,5,google,43,1,43.0,0
beta,0,1,1,1,en-us,2015-12-09 20:26:14,3,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-09 19:42:02,5,google,44,1,44.0a2,0
aurora,0,0,1,1,en-us,2015-12-09 20:26:51,4,other,44,1,44.0a2,1
beta,0,1,1,1,en-us,2015-12-09 20:15:29,5,google,43,0,43.0,0
beta,0,1,0,0,en-us,2015-12-09 20:26:06,4,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-09 20:42:02,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-09 20:59:25,5,other,43,0,43.0,1
nightly,0,1,0,0,en-us,2015-12-09 21:13:25,5,google,45,0,45.0a1,0
beta,0,0,0,1,en-us,2015-12-09 21:38:26,1,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-09 21:26:40,3,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-09 21:43:44,4,google,42,0,42.0,0
beta,0,0,0,1,en-us,2015-12-09 21:54:19,4,google,43,1,43.0,0
beta,0,0,1,1,en-us,2015-12-09 22:10:56,4,google,43,0,43.0,0
release,0,0,1,0,en-us,2015-12-09 22:15:03,2,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-09 22:22:26,5,google,43,0,43.0,0
